x,y,target
1.3399598494653695,0.28910990329339054,1
0.4171843034327462,-1.3841489647237013,1
-0.18308357610018394,1.4274880423166176,1
1.431539967008567,0.009932331029399274,1
1.797728205419164,-0.05082175349688808,1
1.1333974956028328,1.7748334893013238,1
-0.8774264586763129,-1.2668428306467552,1
0.24133923136120675,-0.012360348171785258,0
0.04887027798873559,0.69257011317776,0
-0.025906971272075942,0.05519023750382396,0
0.7972382008241271,1.2918770639610695,1
-1.1043862909327724,-0.8654550146193883,1
-1.01422046091084,-1.0099713850619803,1
0.12913316114890291,-0.31682889273530573,0
1.4566703535397818,-0.6994395021413723,1
-0.32865615975997264,0.7902056995551928,0
0.7571720012240963,0.6002669011024286,0
0.386230037264282,1.6445673467087432,1
-0.7149637524192866,-0.5254372087043038,0
-1.2767654617172364,-0.5288101853794188,1
1.4923071525977822,-0.9775062082785053,1
-2.410056813800148,-0.5959058422045109,1
1.1187474535904853,-0.32582632859916016,0
1.209615202294134,1.1960623152816154,1
-0.2848898990326208,-0.7072981990721462,0
-0.15617369276653953,-0.6008619207584607,0
-0.6142615679251437,0.4383469338789394,0
-2.2173860624856614,-0.46004262201878526,1
1.5765049409159801,-0.01278804863664564,1
-0.8594728144435027,1.1561003194801442,1
-0.3677672848755976,2.549267531688458,1
0.36759730735178464,-0.8184563345738937,0
1.332038717125324,0.5390455430150293,1
-0.8163597982407971,-1.188915076667441,1
-1.1928047972826556,-1.252498062304233,1
0.19244858497844058,-1.3597489053717908,1
0.7661706909573843,1.1566676652247967,1
0.4099507446276798,-0.22056658889392405,0
1.2699721481782145,-1.0465792573940538,1
0.5879692925759074,0.7842686602886413,0
0.12915851512545942,0.7507791200290572,0
2.133749667687656,0.3514675386133342,1
0.5296229438075998,-0.8203994644930866,0
-0.13123860567736537,0.6547350893624747,0
-1.3833374636310607,0.2993839158318889,1
1.5810526852506244,-0.2406273289998515,1
-2.741927818987187,1.6075883963962205,1
0.6973307902005158,0.8115208888197184,0
0.4105103472822187,-1.3854386109153434,1
0.13711021656625472,0.8255149110756582,0
1.8237028808469056,1.2215148700544383,1
0.7745454907764813,-1.582541806978977,1
-0.17708814272329979,-1.7686134580219297,1
1.2959265837428835,0.9460531799856052,1
0.5064672234754115,0.0970541089652162,0
-0.08701609054934495,0.5186480298561531,0
-0.10891505285994668,-1.7365880409028471,1
-1.024573310360144,0.16994891717206162,0
-0.5239654099553452,-0.1882495555121545,0
-0.9080622287181621,1.2908003965886252,1
0.29911678491198224,0.6204375653515403,0
-0.26254946725453193,0.0833308595240288,0
-0.9031495226323942,-0.6070529517556098,0
-0.10083072141046352,0.41263536066483875,0
0.9484604197081347,-1.2936281448625637,1
-0.5523169772270217,-0.22411011056434588,0
-0.233738643068984,0.6791680295461994,0
-0.7078456463106626,1.2874082872119688,1
-0.6731471344307598,0.8562375867783282,0
0.2216084527989541,1.435458706915024,1
0.6435909708164395,0.21768424186353533,0
0.8518095723080842,-0.5073170702891618,0
0.2423002766740334,2.232226390140233,1
-0.6413033231225003,0.9994277731687746,0
0.625934290707011,-0.36411968797980265,0
1.8671931821550982,0.7055628088829001,1
1.4057452432569086,0.3411275762105946,1
-0.5349991269935843,0.4976192764698287,0
-1.3836937864252836,-0.5786937289025176,1
-0.35012355115109334,-0.7732656679748849,0
-1.5097323789939663,-0.01195206136441483,1
-1.006556802793867,-1.6514798838221636,1
0.3658502577874384,0.6512389314186988,0
0.7123374683594562,-2.489565477598836,1
0.010428151697252547,-2.18238956579273,1
2.4365911892697576,-0.030075778609203744,1
0.2932988304213727,-0.11133339917298793,0
0.39666316094111875,-0.3228153643982252,0
-0.375899417847565,1.072586518743612,0
0.3980057372633527,2.1492726470359336,1
1.0174314198670964,-0.3222390439081236,0
-0.47795022456771724,0.8296941943302729,0
-0.39531646979330776,1.144091442256092,0
1.6650271168939028,0.8396138897250947,1
0.7616151962993797,1.3977852234295574,1
0.15801781711349241,-1.618960093458935,1
1.7746374256692508,-1.368288669409609,1
0.38357287839027976,1.8376627978283828,1
0.7552289613925365,-2.4941818578477033,1
-0.41946705888540536,-0.07344258237611868,0
0.3800216251286408,-0.63112075744069,0
-0.004999809142807045,0.20764381889357045,0
-0.40092721808614573,0.15900188092981152,0
2.9500409389171334,-0.37042126398907604,1
-0.951576112954656,-0.06881952685043517,0
0.8619234384062292,-0.3939209565243966,0
0.891041604130091,-0.5117916544442842,0
-2.0764402242952698,-0.14972202980366422,1
0.10248506399402756,0.10917157383214908,0
-1.8447462255834426,0.03175016821018606,1
0.5364133646897579,-1.5971613243170868,1
-1.1994732572995406,-0.5234805129358652,1
0.3094229410670766,0.8450832059498206,0
0.517957541636049,1.1827518142576128,1
0.2729965075311533,-0.3840068706384892,0
0.699438829265767,-0.8440280844616193,0
-0.24979743261214332,1.5892222063088042,1
-0.10544034019378476,-0.19013264169493216,0
1.1812600700617584,0.0033638323189775013,0
-1.7229646560279381,1.8912105511265331,1
0.6627269553875478,-2.079803827404205,1
-0.8371001739598286,0.47659549190246153,0
-0.4523680663163947,-0.28824547468073486,0
-0.7827615885161002,0.258838592845489,0
-0.17070792175439725,-0.29500922055697926,0
0.0019453958971748556,1.605024211051172,1
-0.38613897069583136,0.05142653778065109,0
1.4079122254471927,0.11318783788531404,1
1.6645090576783328,0.5328699846784658,1
0.7717163177240604,0.2865382734525591,0
-1.7401244710190653,-0.34438142721163584,1
0.17028652043492043,-2.7542856032893113,1
0.1820397606838843,0.5411504541683462,0
1.2032773218429693,0.5878601660725004,1
-0.3236330977766565,-0.5432612846967384,0
-1.7713368585210034,-0.49305114760383106,1
-0.6945989492302646,2.2841145612137654,1
-0.6659954987426504,0.7393332149693832,0
-1.7301631873653518,1.0318819162496307,1
-0.21978892568393948,-1.5156591627941585,1
0.17166113719559783,-0.7826793072163548,0
1.5246584083071222,-0.1238272659526904,1
0.9591400030490668,-0.24708702794886334,0
